d1,d2,d3,d4,d5
760624,-493357,691041,-285029,-662571
50562,-702581,682991,901879,-846065
1041423,-277243,595471,-136521,5725
635824,-424166,806860,-760858,43617
46306,-279846,-798052,156939,61656
130372,704329,-800745,995360,418633
-655486,-914648,-109847,-904375,352207
-765555,-691775,47945,784352,-27359
68021,425095,245235,39718,-671039
846999,190501,720430,1040662,1043104
453151,458897,-552227,708785,-468171
-406055,653773,-928382,-959182,215296
-768550,-843896,616916,-610828,839713
878080,-483394,-637582,-410596,-797393
951262,-231750,856438,46176,996834
-183357,577155,836005,547404,616270
357804,-367918,-129340,587572,248626
-503392,547359,-114833,-790889,-25710
691597,166036,-402109,338772,185335
-900375,213918,488625,-921887,-777659
-568401,-665526,800387,-378588,-484273
1025724,-69262,406769,648414,-770849
520529,-321512,-770299,-441359,-741742
-499973,597399,-565640,816552,-431369
-742206,-877246,-819840,-665923,-1004340
-818023,710935,896573,883035,429202
-426152,-540027,311685,539432,817943
268672,654570,379777,155841,965941
405403,515848,-655972,-116537,-1042609
897144,73742,838701,734743,-636413
-323446,-333067,-387388,-979081,234639
998827,724173,-87634,-312771,1028576
332897,-598328,-447066,-397961,-613999
886663,262958,936462,-211737,935978
401744,-321198,-226009,-991298,-686128
427611,-336245,799293,850615,-610588
-316333,-17757,-976546,806333,-12759
-16901,-683077,-939267,-822577,-332764
-165843,951954,643482,-463231,-1038848
418369,-242956,1016810,-324541,305187
977616,709598,617049,1020192,-573918
-33918,-872716,514529,-866817,423154
-391556,844572,-240408,-264271,-754743
621786,-315424,-507754,-185618,333255
-642623,829195,-261518,413451,-287359
-278275,-834282,572296,-327348,-736754
-259586,-746988,-43719,629425,442782
42655,803061,36728,-805891,-981746
426448,439,-192571,33689,326569
921548,543736,-465586,1031817,-1029122
-484767,460987,-988215,699962,-893902
648985,548169,-1030682,564695,-11752
-214754,318290,-733863,-160836,-814530
-835191,416149,-284051,243134,50028
-569620,89380,-324260,410409,-751950
-600481,-821341,139408,341149,-943091
535947,769178,-457840,-617289,591642
-931964,546535,226023,315370,325562
-168651,-727009,237763,319924,-888527
-189626,-920911,798797,-740834,210966
-608859,-943631,469492,-747054,-211647
22467,494568,197897,-283863,-886832
-680699,-637878,-738126,-434072,-187660
476433,14284,619889,-172093,-562267
225457,515480,-211123,184136,-129958
-714349,-178545,328132,109980,-323363
-604225,-120263,116743,542389,-642557
1000645,357158,-199087,953264,906479
1008824,-115369,681053,657258,-546044
-740110,-478688,491600,822883,292455
540064,102341,-765770,677254,599528
-655826,-603594,523095,851678,-736681
816360,649798,-381075,545337,-703076
547560,-630838,680999,843438,638747
271130,983256,-693321,-499051,377166
62483,441993,-736736,174174,-118802
767078,-673149,-662419,-925287,-147371
550984,-491859,396767,-501858,936998
-195736,-342511,309983,1002430,-633513
-607534,953518,-862844,463387,710935
637411,565156,-441648,-757161,674078
-268734,767337,334092,882754,154447
620815,-1034767,-432903,503828,174934
-185164,134959,-875771,964755,279210
-727071,-1018214,1004363,-345948,-589005
-342226,-578064,-1025183,283610,-740469
1000078,-911668,385980,101539,504549
32193,208724,30649,514392,-720897
753046,440705,-1041310,111139,-559649
558833,-157236,146818,-1025011,871243
709415,283694,666135,-363984,886440
498849,-915349,-312008,84381,-896343
610118,-659843,-527977,343765,672976
230745,-362222,716393,-222641,-582356
-330774,-500384,-563795,-931731,342945
-800940,367386,1001652,-758611,-333396
-293209,522982,-525710,-381050,591207
-494009,990806,-611343,-463226,93851
-964620,-206785,909748,-187805,496416
710866,-956960,932606,-825850,231858
479694,799800,116418,-230402,741991
201702,411743,-594321,-684329,-132334
751227,328457,-74451,389016,645227
949538,-195632,73089,-410444,-1019276
-23765,287785,513673,-73294,639023
-526065,108318,759091,598113,-1027560
44033,275511,-623843,-960322,-1019547
56386,699278,320738,101499,398456
385046,538576,-171991,824873,40575
696229,-555810,788290,-333148,481346
316480,-190580,527140,686133,-102742
-213770,-972252,367606,-750055,477804
137757,907323,-680903,963574,474231
-410470,-932791,844092,-787970,222391
-682041,566113,-819835,397872,-965489
921203,538015,-680916,540259,679791
-299988,505157,420267,-1014639,-192486
717072,-396952,-12408,574191,-847022
549289,-777477,-666005,-588961,-472375
-386668,594330,786854,792948,913239
51534,251873,-14998,348106,-68577
-43971,-738098,-930509,-541288,-377
564460,-757883,-91535,-742333,-480954
534356,859769,-553197,31223,-931793
-693497,-219968,-120297,-932678,-139375
-478052,-327705,-402742,112904,-353070
-368542,-135242,442267,472113,897629
-434291,-84606,-309986,681488,307891
825200,147069,921768,627931,-17375
-957545,522166,-603389,-560998,-361348
351558,551711,-320379,-90997,-1001295
-670333,-930759,-742796,-38695,4490
56976,78547,-517633,-590539,-222317
399377,169150,-353487,-402854,521858
-425096,254524,540439,-894559,976150
196332,-505978,576764,548092,575199
-668308,831012,1019666,149394,849814
-934075,71522,-515838,495494,-1042957
760377,164805,824394,868864,-84471
-835102,676918,-945984,872386,68403
362165,-579631,-592268,165420,625533
512669,372456,984724,415243,-39465
700637,-1018457,-743749,-364792,-201102
655680,388866,1009456,-811255,121041
754035,-718177,-677306,258238,766630
434111,253223,-904342,670179,-686613
70645,128617,-665790,272477,-811846
-693518,-275609,-801752,739294,998039
207249,-453274,734892,-724780,927969
640622,-1014366,-300228,763484,759990
-163461,-752644,-484828,829109,313107
-839543,31113,-780815,221500,-445158
-541848,819989,44102,808129,754157
-451599,-207805,-219263,-936038,-355450
-513931,-391273,69945,-305924,687686
953257,-343000,95159,929080,-862842
-537043,-321881,-753299,-633594,79174
-272412,827004,-719682,-116795,-123602
-169154,625373,12399,341734,397094
739672,642518,-575396,-622687,-296776
-752716,607841,439385,849653,243745
100192,393441,1006645,-282592,267751
292354,576157,-684038,560906,4529
9768,199451,697595,492225,252358
-524557,-39315,54556,-1047520,350242
-707054,-29188,303211,-433151,-185194
-267519,11162,-849047,352051,431043
40325,-821756,-833931,-108882,72066
424941,703388,-783530,-927556,-445735
-577150,464702,509535,-126934,-703132
401349,-181748,552763,-804828,-1009005
403508,-995185,371323,129483,-336591
-361022,728865,850539,48882,-759583
947266,447863,361447,980198,909043
-422558,1026994,-970528,-580893,1016398
-820440,-650442,410379,-1003167,-13782
528476,-244662,447718,791695,430101
-798962,-636848,-993583,254958,-646647
-121910,-425711,-815181,901614,-1042521
-853503,441460,740550,-156485,958634
965758,272953,505880,-240877,-385021
750009,-365497,-759806,-329346,-663690
-8464,-578735,-718218,271192,-703610
-410671,789675,350502,-546847,832616
11115,299918,-933491,-682734,123024
556104,395312,272738,893723,-93306
489916,879923,338717,927007,-641897
640923,134674,222034,-769462,-762683
-859674,3165,473927,980638,-993139
445127,-1036656,936398,-967613,-873501
185446,-1046528,883665,-98420,274036
793973,-606727,341302,216842,354328
-887160,46446,-650207,-891793,-360676
627496,-916393,-316687,863272,-752733
647929,-879266,-432613,779903,-947208
-797406,-244409,-151913,447349,727711
-562903,-256167,-1025558,94054,-706617
479001,564982,-482600,1031107,775023
-964407,89950,-376551,-786400,727166
-130588,146660,-477682,-956976,-485370
-950488,-1011910,-245571,-24413,314349
846173,-65164,874141,920214,331319
-510337,364796,-319271,-73990,929394
569070,478243,500208,654431,-398693
-844976,-110158,-473750,1020074,-579839
-568649,59743,634612,-809181,-13100
-78187,681071,261192,-71336,843382
-720864,-980916,705659,-314691,-870401
930852,617087,725319,743369,687952
-464239,21755,392156,345386,-335734
-842278,-679145,744567,354297,873513
-729734,-810927,-259987,-1037294,444563
-35090,-278931,-673329,-35927,-735211
-951796,493967,-41364,-968747,-934035
816945,-998287,982545,-66362,275658
-831832,-781279,961547,648384,878222
-973662,-988223,515387,-388836,529233
-394073,-821066,759896,-515826,722317
-732031,34856,806925,-582327,397918
639906,94907,434198,134737,-168016
-933170,-985311,-522904,-175903,-104808
-626321,-464667,-137839,-208451,343238
-15757,-415467,-774808,-211892,-939509
-419283,-11314,-743084,799883,-658325
-150025,-530283,-802170,-842859,939917
-906257,-775528,15806,-357283,567064
-750547,-280070,185920,795872,439380
400076,69898,333026,174201,872596
449701,1009227,-83147,-771856,299156
179547,866139,352868,766712,226143
186676,85984,-366129,1021242,-504948
-934006,224465,-301995,59034,938868
741126,-896360,188159,-45586,990471
-516660,330842,143812,-994756,809133
655548,-730830,-500412,-1015609,68469
766486,1030090,-18486,267546,-136756
686642,-246259,-791063,-519025,-211075
870617,-97593,44978,-954090,161366
384439,309243,501112,662739,-761066
689276,-481180,-376263,827203,777883
732353,-627228,568602,35670,618201
83089,791670,458213,-155780,-928900
-478436,210537,241922,-549196,121232
981215,-68315,619897,735820,-79615
-854511,-399991,709431,-3361,-551149
-133688,18363,629115,-474571,321552
457200,-971109,924852,-166289,692280
511273,-196287,319358,-556322,574450
-893150,712325,-138448,-485253,-140676
-799701,39218,926568,398239,-371217
-572558,-618602,818742,1007839,189020
-537980,781282,693517,-17864,-803973
474979,-1018764,-943886,-846590,395730
633330,266666,-264434,996535,677603
-19645,-130717,962583,267238,-316821
400151,-551131,937829,52121,-573301
1028158,847788,-520925,32261,-107016
-819755,-547367,-787490,351506,449333
-398974,455669,-284192,275122,422580
-1026832,1025693,-868038,644732,-164439
454900,154924,200374,-449845,783663
85002,1045643,156971,-251919,-524608
-177497,-737734,690844,254732,553235
91986,-344672,340013,-434120,326582
-1021212,-904292,-728630,595164,-718265
981888,-573238,578972,-399335,-439657
1046827,777912,-169902,-830443,-134697
1045426,326036,384010,225397,876753
-817463,-732017,-578977,-507240,-751463
673263,-116899,-565669,-236530,1002189
-811809,527777,470268,-939452,-239875
230295,-677422,-682804,-98141,-257318
540429,845857,931350,347658,302617
-20151,21091,904646,411319,-909567
193751,-159682,428961,-92399,-155998
-410366,517223,429837,30982,653854
604813,-569341,247919,689819,728268
-894304,-26158,-427976,307412,283963
-328102,-169519,117839,-371597,-201389
129611,82115,-277813,767692,285447
-691036,-1008765,258160,940547,193110
611809,-549480,735240,-40659,-539293
134103,-630630,-75788,-205434,967296
682837,544471,-457066,-292872,-866475
-134802,-277335,-812665,-662449,-264997
-922480,225024,19071,75255,-769555
-300939,-639300,-816762,-336638,455427
803584,817796,-325624,543078,530371
-552713,484863,-199118,882368,-516185
439282,105033,-555166,421298,-802016
102534,870387,334670,102768,-785300
130579,-173581,-858302,-359707,-593406
288726,-914519,-483702,437830,-368010
-417981,-722428,-73512,369565,-679217
721195,-980956,676573,131640,782795
500224,-103863,-852933,61507,869718
925896,-187958,-700764,-80302,-427660
287331,485598,-398868,-312023,-669173
363016,117345,169999,-442783,-344998
-84187,398568,375517,489177,251758
482153,-468516,516625,-149916,818017
-280209,-256231,609462,-264350,-738983
-970095,107233,275883,-210071,1001095
580782,-100367,899436,-329860,369576
149184,743205,266688,-831459,780476
-776681,791879,-848441,810514,896367
-1037793,-943416,800707,-178285,302550
998413,108680,-162930,464677,-443193
-386003,-693938,269950,-933547,-957259
-855455,553131,-127919,-645260,971372
869891,107558,920402,1040078,735610
-439962,207336,-970146,-817707,-712278
162666,-423034,194730,42875,-251605
981226,-419126,583996,68190,-673090
-711255,-764520,-585519,587083,886813
15070,-154002,383016,254312,-435546
-111702,-150551,-273438,626670,158929
89617,-66133,1038908,884395,-321654
-614509,-92161,-242993,592346,-338316
-746099,321611,-634096,23262,98787
841148,-720745,478331,144911,-748346
-78302,-267237,-36609,-1015060,-968111
-688979,-508830,674350,165949,-906452
-707339,872655,-213224,-10517,612406
408917,-355712,522683,715010,-20591
76123,-289569,-36275,-928439,-102596
-711306,370596,222609,-448404,431893
-926407,-714018,-824146,-387656,-766293
-215266,206125,-581855,261411,-502599
-934306,85776,-273722,-841855,193966
124630,-329642,-858961,-422008,871391
-455271,-694491,934566,-524873,-330167
974897,132349,602805,-90453,619070
129121,-975610,812097,899256,457362
734836,-1016095,382227,851507,-1553
337989,-1042064,-38521,662098,-615511
-379698,-813577,-322549,401400,-717659
-475980,-375788,1042210,743190,11282
202674,-812215,-211972,92708,-566015
-279915,-988708,51548,160952,-16627
485320,-575403,918927,842544,843474
366551,543922,570833,866849,-753684
547049,-610306,952626,31196,-701552
641007,177030,516634,-1024761,378801
281518,530365,-172723,-957356,-921273
85977,493019,113251,648872,72825
-652585,-468366,-451087,561774,149863
207591,-43682,-69981,350525,512068
-326216,-239631,769435,-257483,400646
-197802,-44340,183920,460875,861566
-576213,-687913,689,743459,-883666
-982628,-902735,807592,-675261,-929107
-426202,231605,-554603,-461095,863926
-819543,-552491,-652448,68029,-461849
-718645,431072,783674,-235581,723872
570445,-389359,424989,37537,291933
642429,852695,-1021073,-988581,-959829
-505147,701749,639161,-714053,157146
-668165,507641,191617,-996985,-260393
361174,378483,116339,581138,244415
862874,-999128,537067,-470397,-271103
579334,-448978,-13673,-677391,-371294
921316,34302,688472,-642909,812851
-934406,-813871,-387119,403658,-253523
371461,524548,904011,-247000,-321121
607646,-88113,929675,208623,-131809
75069,-320280,202610,-867547,-842495
768735,-684149,-842981,-1038459,-542850
-630869,-288106,886759,141034,603414
-93265,112957,1042239,-321181,756126
946339,-934940,-186671,976092,-272559
-923775,-793123,634947,519591,-295967
998171,24839,188942,-881803,-447220
787719,836949,-911913,-716287,426301
-432110,-629584,-316459,59238,63397
426290,-226062,280585,839557,-353230
-817947,-283305,480616,-191534,-619577
-322105,641224,-926870,-908127,-696846
867613,931043,841227,910126,-94626
-174387,115767,629011,-516784,474815
-809729,542717,-80852,-734189,551134
-181235,435733,-161783,277093,534932
-225415,-652569,367285,-218199,-685480
214802,785379,368480,-623464,-271956
1029586,759956,-762624,828534,-1038205
-244505,953150,898755,-310987,-374545
481154,-194562,-396855,-646917,-337255
-845106,518466,617321,-141543,-96936
1030230,-284017,454212,12296,416491
-440952,679684,229560,654548,-572465
502815,959211,-990824,551979,-330670
489497,355013,-480892,-996779,-954096
-945818,-545261,-806999,573828,-446443
738463,883966,1022990,-482634,991218
-649370,-585007,1011798,-542165,-719333
281670,981553,-11351,-841707,-75693
-570142,-337725,-115474,15696,868107
-64968,-363526,951837,-976910,-623627
157877,752083,533073,-793216,-946187
-913887,375183,-200799,965034,-437718
790230,-601093,-846140,478106,302397
-731971,-201355,507403,247402,-834098
-178010,-504941,75301,172880,-552967
-319800,251800,-513827,220144,928448
1027062,379595,495827,1016834,-96403
756393,925560,30108,-211387,-666824
-903433,108318,-803011,847398,-797900
569228,-182074,-485589,-410267,-320677
59490,-525120,-706841,-949425,-943128
278176,-753786,-877417,6732,460099
258781,569928,-317361,-301114,-751047
448801,-742021,191281,-683336,-12157
-306647,-450777,-760851,206830,697915
880486,-541815,-1020243,495231,943357
-494407,-835448,875010,-908130,-24064
-141944,-101038,-598484,646954,-820981
-930609,-943172,-919646,-231123,229945
-298597,-821767,690171,-73788,-466059
581155,1024574,-1014768,-191517,-922896
-456588,132403,-1006681,-323585,-966690
-561684,912201,832580,-574939,-993339
-356789,432787,688234,-748357,881052
55679,828134,225517,161476,-727220
-426167,450627,681895,-1034608,-659736
-216408,-368662,288332,-202604,1013072
532045,297092,925201,868006,522141
852064,251491,-24072,741474,224974
-49120,-1034012,-436437,892879,589080
-41622,634839,376138,725146,256062
-900358,664621,725970,780928,-1004688
395614,930874,-160109,783760,637352
883932,-268738,-798262,834029,513050
-935368,876059,-88232,26373,1009473
-1025056,-850728,-980536,451155,-738079
-376690,280187,407465,-180279,78137
1035914,-358703,888455,102821,898790
-623276,115330,-498574,669159,779023
-426979,394831,251394,-984325,-536635
-53426,584041,866237,-85123,750288
-926805,-541696,-604138,711910,-338419
442525,399273,-72068,-245811,219918
674983,500446,-544683,-517275,-51779
-286344,158687,873338,-285583,727950
487728,92761,776088,98794,305458
-653067,796672,-231228,326894,-302589
47235,115809,-970329,-914791,-170880
-814458,31206,170603,-186811,467040
-686862,-577344,-109173,60483,57999
-473990,997835,-983765,-314812,-360577
-424434,-259882,113977,-560781,-648878
-798516,-295730,38577,564210,437129
91247,-838914,-55839,653966,-173911
-518747,943057,-30322,511962,638073
-1040376,-74807,-1019866,267038,-70588
757324,535528,739979,863196,-837572
-995460,-113108,-11343,-699490,-867704
310334,-802727,552467,-171498,505114
-311177,605945,115911,-84801,977827
936149,551061,-596108,-397302,373229
190441,-20460,-942305,992754,-334988
-925760,271174,101837,-843565,-888710
406517,-217805,735996,1042401,-311723
-691621,-615369,-1002702,-445164,-1002863
-888568,-654533,652497,716446,-849736
202355,353756,52530,-612765,37986
-293546,-970889,579047,-69410,133832
282501,-556033,-974756,-862204,711050
936597,-768921,-1003246,-636456,55674
590107,-403482,102372,510487,143147
176959,652514,698296,667001,-380179
192609,-976,29793,73627,289324
589805,-418133,702308,62066,227498
385054,91122,-400111,726996,783590
-641453,-72048,-300522,823593,626376
-419200,-508235,-737657,-65599,-788823
-147967,11788,-663408,-974293,167885
-595923,1024091,402921,714896,204547
-785522,-595167,963785,-622048,478130
741890,-945861,-116307,-563235,-778077
622855,1003118,-703669,-8890,-559867
976792,-440963,-165261,181971,-680746
-491510,-62687,39272,328,551631
141742,-426800,119838,557976,-427410
747323,-694724,128802,182520,304517
-965515,545203,-890518,630319,-504821
-805027,-518339,-39763,359904,-413303
3314,-535668,72120,25095,757158
-928185,943140,35966,-296760,400458
-799507,657236,-1017920,-12263,485782
417582,325447,495844,-300768,-520520
-19087,-342341,-243051,538257,108993
228821,376709,676786,-313343,-840416
178910,-208308,-411834,202027,170412
337252,667486,699883,146610,695822
-437365,-783886,-599276,230898,535936
260221,-868086,836384,-1003177,-864589
563131,594698,-674065,536170,-609304
664319,409763,958579,-844153,-475199
-464022,527793,1031929,1036733,918378
-90779,678624,-483552,-70298,-91540
988373,39159,703309,349885,-388359
702395,-760572,705887,904431,390380
205214,-436959,925340,1010319,-212524
341904,-828456,462584,-28427,-941173
944354,-197685,614500,1035439,-975826
463689,-756322,418139,-197373,-552962
-275881,664337,630160,-614173,793236
707267,-911159,70651,-186362,576914
-618207,978359,132882,227214,104273
-450140,-282316,-855918,-230901,-707472
-1047623,765577,-260080,-58558,475409
158439,304613,-40647,-400542,663697
-380686,633105,418748,242586,-978407
-544311,-302822,475987,693756,221117
680099,-502265,-645101,1006782,245588
667779,-900923,-489504,870086,-254583
-854745,-725508,1018523,-758644,421856
-795833,527719,-524429,-177717,278569
-380383,535977,133872,887405,257017
124196,-187816,-852713,-590039,610760
834407,32979,268521,-390892,291744
1038854,-251346,452704,-713072,-566485
523436,714517,372279,-659824,-944655
-698802,724965,1013713,720594,-320761
-177400,-934542,348597,-604167,533773
-798639,-46501,267810,-79176,-970882
670566,1014239,-64685,262038,-927346
437078,-988404,928733,515441,173517
-501700,-1022883,147028,447302,54752
-99348,662300,319243,375489,353523
-564257,-868845,-602515,-301133,-901902
-638923,126419,-585248,832982,136048
-385905,-324519,-121645,1048445,293996
248933,473184,-36148,-876498,-806309
551737,-359551,-727957,-613599,-412630
-718606,76752,-126577,-278382,-236253
179718,1024840,-638889,-1007872,23292
-281784,785571,-309443,852727,-565794
946255,-636111,-1042656,-738706,186798
84270,-884316,-972242,-829029,-484531
817296,485584,178685,-912859,-493773
797111,106981,-853102,1032592,727144
509603,-241523,-1004907,681856,296894
-717701,-179787,-507115,197140,-497612
-391256,20588,101889,-617036,-709022
-229083,927097,941161,908735,-383535
-574394,-348847,740205,-572574,-331683
-592404,-324408,-26100,-459833,-405162
392781,-676992,-401874,-422801,-171747
-754973,-228598,-554262,-153516,556628
512954,301461,-716371,179176,272092
-941713,580058,834886,546617,-798922
693763,841775,-639843,315816,778107
817382,501207,1031586,-263296,-458184
591397,-109401,-68020,-910931,107199
105888,660382,283527,-65994,695469
-522968,-66008,377718,895087,-597080
-20415,860533,212776,-591342,-278454
83167,-297980,-319576,290609,-994867
678751,-549772,19324,-846,-938661
-715560,-495661,-431191,230999,-988377
293494,95984,187185,57964,65349
873416,-1015020,203321,930815,-614900
664183,-873141,866505,757123,-457554
-92925,-551527,828832,93714,493089
887290,-801676,870918,-93465,-975191
-762329,345445,-337644,783699,711352
552533,-976870,-744289,535471,916357
-759400,112220,582831,-945821,437138
463958,16205,820174,617038,-836112
244260,-539067,369559,-66051,437045
-590834,-358946,671916,-42987,-482280
-1008795,-789164,-678760,-170721,-568438
-260738,-335082,786846,18677,830438
707825,-1000542,618960,-288976,61689
-513017,587096,492,525806,-559943
267324,-502068,-513369,-638248,-345402
721365,-478952,414255,-452953,228856
-206361,177132,416638,-620031,229945
-784780,-674916,421346,800998,405967
919084,-754523,268135,-398470,-976642
-120507,975626,-804530,-340324,162009
-963408,675307,-468542,329071,761689
140853,-912997,411707,333859,708174
922655,421202,513531,-170214,832228
-934645,-102293,349029,763409,-869627
-149437,-177608,891078,-308218,-794048
857521,133701,-472079,741476,547004
150224,883128,-918288,831392,-314221
-315837,490651,-871099,-73512,-869452
-664666,913341,989282,-216344,674560
-1020464,-339475,-832675,765816,-233212
812760,93475,-1024565,-520454,-982379
67986,537368,-476724,-873184,-235851
803330,1003137,-77408,-303328,-863514
-46298,762093,135603,-759700,417900
129875,-804807,-469399,-527185,143645
-930624,-198835,749547,-742186,-825442
-840795,-646889,-234558,62153,-64203
528417,909670,-1015708,-126368,-237786
-670650,-917918,-809256,-619852,-3940
-317261,-83865,-403467,15209,558907
-892705,-92003,151904,-718482,410856
647030,-919746,1018571,-133197,939816
-1044862,467650,255375,866806,-618313
514725,-564883,355153,652066,738116
416629,-1006780,-555373,-873152,-246564
768637,951089,-267155,-766862,-475249
8105,-554714,-337793,485961,975141
683796,538103,356268,-285452,691038
-777312,-628788,64475,851055,-618740
-971626,-674009,432409,685820,-431094
-297543,566227,998943,-588700,-669770
415657,498769,232619,-578133,86970
-827225,-879010,447167,1000502,-844354
763995,-121755,-377166,558184,545284
-630493,-454676,-723006,-1043246,869940
248720,-982350,996807,210305,-498630
354099,-900757,-841811,-731738,-641524
1033255,667091,-1019509,366507,-818323
859075,-223663,-17394,964871,910469
640634,-356417,651149,-456884,775015
654172,-901464,570176,-471396,-230469
438686,493135,-406224,-1021577,-107031
781917,-644062,554368,464380,972093
-707444,41352,332823,260057,-793022
658779,29763,1029985,-716541,677551
172443,324893,204257,-644977,-753498
-875903,-236663,489129,845242,118685
-615978,-760638,492058,-583234,-328598
-820870,-418497,38493,1033584,-309410
304306,-297144,-344449,438366,309544
-692879,-1026120,-661281,-950324,-912091
-1032480,-1004910,897835,896901,792408
-384644,871167,910232,-432314,770040
-86685,871223,752033,425804,-718051
-846324,953840,-218788,-815755,-862773
-647032,-974088,955520,463921,-943050
701639,-292861,960917,401798,945349
-712762,-940221,-596731,649908,-1016997
187858,-28150,303145,711323,18255
-747537,-746034,-1008217,-158076,-646354
185605,-15356,537282,947454,287256
-582784,-783669,-839361,-649896,-185646
-482347,30409,-519678,-988277,878478
661300,511471,-551416,-906430,-1039454
-388266,251013,16725,-282317,-687291
-55165,-442760,736763,33649,-575893
833890,-751954,-847349,863502,883294
-610543,918765,-316638,-20605,-139455
-465671,343628,-730024,-256401,563012
954666,874914,627964,-750893,247226
-600162,-595512,-415789,334200,-183561
-450152,-850375,598468,-844678,-260551
-1015839,-880948,-1037429,851110,94510
-637178,-377585,-500779,371764,236754
31510,651155,888877,232623,829996
922098,93841,-458002,623294,-510059
-1037877,938671,-390544,789285,-890369
59526,-747564,-720634,927190,-558963
665023,-209712,-226190,580889,-930446
-335826,-309107,-477844,205645,81198
-131438,-212059,-726714,-933490,-359240
-353777,164529,436168,-606303,581772
-10452,-1037134,1021913,91477,-87327
-786961,-695133,38580,97538,476456
863949,1025374,388399,-419022,458812
859102,76341,-195588,-981766,190398
708621,138760,543142,-103057,143466
1035910,-453236,597003,-961573,524947
248609,-662139,838887,189485,39638
172054,561958,334318,-498395,-650145
127407,-566179,-391767,-114419,982705
753382,-482084,-996337,826454,-1021328
344883,96038,1047635,311706,-240653
767886,-541889,453290,-517343,624139
788794,698891,-167673,265978,430639
-544394,-824503,295139,-675898,-177723
-559713,-570081,921130,593874,617290
1011602,-862650,6684,43152,770352
-425144,313766,934305,-939569,-999489
-19437,-606626,1010567,725358,942278
-613320,-584778,588572,268657,999098
-501483,-137985,-56475,-582422,491259
374297,-149558,-712991,-645435,-600568
-252960,-472546,646241,801355,-516888
797841,-117121,148258,-445979,893374
293830,-876939,-625844,361541,-293978
632958,559677,296365,-312938,-921698
397127,-564533,-1037936,-1023041,405478
854788,-185634,794483,218457,725438
-650326,-603291,430063,-137523,444047
-159107,-147610,-485308,-705883,-669521
-130646,968094,985130,-453350,-570405
281124,-967106,-229159,901352,-289880
-726754,493185,-322496,-699503,921502
-248617,952189,-110795,-275875,1033712
14512,-661065,-493996,-36276,-248462
-429033,53278,-512857,87277,-603912
75945,289155,-376459,-210144,-120467
-122871,372091,-775658,-14606,-376217
-230853,-924926,-816783,238888,873951
-710283,105583,352176,760940,-507908
-139097,-23065,968462,-983812,-598353
-1036143,-307492,-1047178,-330092,-293241
652411,-596803,437091,327292,339869
-590826,-967241,361157,346121,802093
-700956,513149,715578,420816,-1007873
-758326,-590150,-451606,166438,-304451
752623,349538,-803842,-802626,-247297
-717963,-991033,969493,-526415,828632
-233211,411747,-883246,786863,34547
374230,249278,-481947,-328776,-942580
-673304,-492503,970967,-895575,-723553
-192512,993387,557599,153815,362140
-50798,-703538,921460,-381265,662061
267404,390707,-1013676,-417921,972120
-437838,532986,819211,-110008,743706
957559,585918,699724,839289,760989
-768849,314611,120454,-385274,118885
-947843,-1015241,-43703,725043,-1038910
-786545,391768,836738,989760,315661
233136,62870,921713,-423820,783869
-490225,-592726,299337,-104669,747244
927097,497859,123401,377439,-692144
-342886,80725,43352,-408872,-231243
152548,-68132,913156,611100,837550
-788277,-424879,350758,795178,11119
-820913,-468686,795885,247396,877459
-767803,885033,816028,-835404,168894
-109325,-590778,259359,278321,6583
595451,-91560,701903,-124606,288548
97618,-246062,-100773,-185146,910904
558374,-885796,-728829,529253,-912283
466560,421958,137433,-974951,-502191
-692404,195977,-778138,150129,889117
962493,929580,657697,313501,86632
98180,-234635,-679971,92417,187585
-51145,-761058,-308597,440523,-201327
545890,-95489,802107,-105141,-265781
963079,-888745,-532209,416356,-88054
-533811,-215726,703873,-978409,154243
-709549,223434,-701920,-772035,162250
888057,-586499,781050,544239,-1042933
-460756,-204934,-204412,299347,456718
821482,-937150,458779,-245812,999653
-154133,-214006,785179,930821,-863363
823325,-450329,1037834,947693,949503
-779987,-824375,650614,-442559,285727
174440,-900722,-117207,85159,-66262
-525830,467758,-743052,39321,395671
354547,444103,-835734,644591,426004
-508988,702890,-992732,322399,757405
974085,-651755,-248215,98401,676450
-278207,-73659,-104371,-79205,221350
-927333,-270774,287715,-408262,1033882
-200521,-39648,-261310,-887636,-190960
-270596,-1005687,-305656,-233833,806723
-895869,-798009,-196809,-961655,-400548
465319,-224566,-640178,-689026,-684462
-209687,224065,675683,-482471,-515396
-37511,377700,-58625,319470,-232282
378325,-609505,-706834,-455784,-549791
438894,568660,929730,-311309,-161756
-904964,533206,218495,-453056,-781818
-728979,336515,-702291,845774,940645
-822947,616765,-352729,-162875,746438
-339801,-319654,-282270,626285,572798
-359926,-534290,269858,413304,681574
-457328,626498,147454,245824,-502311
736386,-546547,-997058,137593,-974507
14295,491200,-542127,954366,851538
-485766,-595572,649796,783897,165306
997407,37939,-887749,-315785,947398
-593922,479741,717309,-749642,631803
160195,-584084,-1006173,-618917,402915
639272,35694,727059,904127,610667
244901,861510,-233197,-887646,-752425
-516616,-323249,620766,-27638,-1008719
-301881,915956,-681445,-452791,738757
-215939,-250665,876859,453560,259810
791770,-996439,453997,50587,397507
-116929,913308,723869,-81444,102046
-47046,-719982,-302555,68714,-890257
931114,-146068,863693,-993372,893966
701632,-188483,1044707,606893,-118223
-255196,836643,550163,451061,841094
1045341,-757266,726277,535172,551179
